,protein_name,num_sample,mol_id,Model,FF_unminimised_Minimized Vina score,FF_unminimised_Vina score,FF_unminimised_Minimized Glide score,FF_unminimised_Glide score,FF_unminimised_VALIDITY3D_BOND_LENGTH,FF_unminimised_VALIDITY3D_BOND_ANGLE,FF_unminimised_VALIDITY3D_BOND_TORSION,FF_minimised_Minimized Vina score,FF_minimised_Vina score,FF_minimised_Minimized Glide score,FF_minimised_Glide score,FF_minimised_VALIDITY3D_BOND_LENGTH,FF_minimised_VALIDITY3D_BOND_ANGLE,FF_minimised_VALIDITY3D_BOND_TORSION,easydock_redocking_rmsd,easydock_plif,easydock_redocking_score,glide_redocking_rmsd,glide_plif,glide_redocking_score,SMILES,MW,QED,logP,SAScore
0,GPCR_5HT2C,100,DiffSBDD_0,DiffSBDD,-7.317,-6.825,-5.213,10000.0,0.06634355467109632,0.3467074226123432,0.20982973444608696,-6.903,-6.635,-6.718,-6.302,0.924170468857905,0.8848385293133695,0.20582336263089165,7.2885053546216065,0.333,-7.471,2.993645530272203,0.0,-6.015930664002738,CC(C)C[C@H](O)[C@@H](C)C=C[C@@H](O)[C@](C)(O)CCCCC[C@H](C)O,330.5090000000001,0.32743526753509083,3.028900000000002,4.281946888889648
1,GPCR_5HT2C,100,DiffSBDD_1,DiffSBDD,-8.075,-7.772,-5.309,-4.848,0.030108495403434344,0.18788167756395233,1.3355987391334773e-06,-7.84,-7.539,-5.684,-5.558,0.887800041667746,0.879380689666284,0.33928721096020814,0.7613322861930921,0.556,-8.469,1.7802329616260768,0.0,-4.924705545563149,CCC[C@H](C)CNCCC[C@@H]1SC[C@@]2(C)CC=CC=C12,293.52,0.6451222476200857,4.800400000000004,4.326776188242301
2,GPCR_5HT2C,100,DiffSBDD_10,DiffSBDD,-8.85,-8.417,-9.003,10000.0,0.04604009531202835,0.4095624014750834,0.017368296977230222,-7.975,-7.975,-9.182,-8.25,0.7795043539908612,0.8711871308421515,0.12280343838087916,10.197150885508078,0.333,-11.925,10.546910766713179,0.0,-6.470396799087112,CC[C@@H](C[C@H]1C[C@H]2O[C@H]1Cc1cc(F)c(F)cc1[C@H]2[C@H]1CC[C@@H](S[C@@H](CC)[C@](C)(NC(=O)O)C(=O)O)OO1)[C@@H]1CON=C1C,640.7460000000002,0.25361749189558386,5.876200000000005,6.70688897625995
3,GPCR_5HT2C,100,DiffSBDD_11,DiffSBDD,-7.172,-5.699,-7.858,10000.0,0.011531427858304277,,,-7.447,-7.01,-7.457,-7.789,0.9174564763321857,,,6.328214317641273,0.0,-7.827,6.939078795783973,0.0,-5.339101293926911,CC[C@H]1[C@@H](O)[C@H](C)[C@@H]2S[C@H]([C@H]3C[C@H](F)CNC3=O)CN12,302.415,0.7987398821353396,0.9932999999999998,5.339261651506156
4,GPCR_5HT2C,100,DiffSBDD_12,DiffSBDD,-7.593,-5.904,-6.512,10000.0,0.01134861180279748,0.16984998384737518,,-8.276,-7.34,-7.765,10000.0,0.3896250402227463,0.7363885635593097,,9.754852475744029,0.0,-10.192,4.033428189458696,0.0,-7.888600000842074,CCC(=C=CCS(=O)(=O)NC(=O)N[C@H]1CNO[C@@H]1C)S(=O)(=O)[C@@H]1CCN2[C@H](C)[C@H](O)C[C@H]2[C@H]1O,522.6460000000003,0.25357020789450296,-1.2719999999999934,5.821308867054002
5,GPCR_5HT2C,100,DiffSBDD_13,DiffSBDD,-7.445,-7.407,-7.462,-6.893,0.5048373220642672,0.6906331155954817,0.6798708756145988,-7.418,-7.252,-7.775,-7.756,0.9402293467608394,0.8708390836159232,0.327049134910378,1.3086778951802205,0.444,-9.485,7.915559572653102,0.0,-7.113101849008322,CC(C)C[C@@H]1CCCN([C@H]2C[C@@H]2Cc2ccc(CF)cc2)C(=O)N1,332.4630000000001,0.8271151491111394,4.307200000000004,3.7345084028423106
6,GPCR_5HT2C,100,DiffSBDD_14,DiffSBDD,-6.276,-5.666,-2.296,10000.0,0.0535957031749259,0.3824477337920299,,-6.293,-5.834,-2.908,-2.57,0.856736634270726,0.7027792219109844,,7.113751471621708,0.333,-6.889,4.222451527133516,0.0,-4.409292750219938,CCCC=CCC(C)CC=CC[C@H](O)C[C@H](N)C(=O)O,283.412,0.5090769122759525,2.8682000000000016,3.9618373218455396
7,GPCR_5HT2C,100,DiffSBDD_15,DiffSBDD,-4.598,-2.765,-6.563,10000.0,3.6111722265256345e-05,0.003092548991577712,0.0057386800042556725,-4.651,-3.745,10000.0,10000.0,0.7213230474201056,0.6227498937186514,0.4772179698623562,10.881672523641056,0.222,-9.751,11.65663654772373,0.0,-6.730057565009756,C[C@@H]1CO[C@@H](C)C(CNC(=O)CCCNC=O)CCCCC[C@@H](Cc2cccc(C(=O)O)c2)C1,474.6420000000002,0.3482403327041507,4.1975000000000025,4.292948400115324
8,GPCR_5HT2C,100,DiffSBDD_16,DiffSBDD,-8.714,-8.542,-10.25,10000.0,0.02137587071752288,0.45752811873035676,0.5429378614529929,-9.65,-9.381,-10.22,-9.399,0.7864660031415107,0.8360955464399955,0.35994149482111765,3.1589229409814394,0.444,-12.855,1.753377736071363,0.0,-8.997083218424011,Cc1cccc(C=C2C(=O)CCC[C@@H](C)[C@H]2C[C@@H]2CCC(=CC3=CN=C4C=CC=N[C@H]34)CN2)c1,453.6300000000003,0.46266468488511225,5.799920000000006,4.974243056468692
9,GPCR_5HT2C,100,DiffSBDD_17,DiffSBDD,-0.257,0.434,10000.0,10000.0,0.08760377455495363,0.6915834939968205,0.0028681726662608035,-5.377,-5.377,-9.068,10000.0,0.5508940872391893,0.490982845945839,0.02323370452283329,10.583525945891967,0.0,-10.547,5.053241397484642,0.0,-7.3663776159642875,C=C1O[C@]23C=CCC[C@H]2CC[C@@](C)(OC3)[C@@H](OC)N1[C@@H]1Cc2cc(C(=O)N3CCCCC3)c(CC)nc2C1,521.7020000000005,0.5313071352151036,4.7873000000000046,6.10752813802685
